split,target,fold,subject_id,balance_rate,history_rows,future_rows,history_pos_rate,target_future_mean,before_mean,after_mean,candidate
oof,Q1,3,id01,0.665,33,8,0.5151515151515151,0.98,0.5960919496717141,0.9799999999999999,allq_rate_0p665
oof,Q1,3,id02,0.665,38,10,0.5263157894736842,0.98,0.567250695192935,0.9800000000000001,allq_rate_0p665
oof,Q1,3,id03,0.665,26,7,0.8076923076923077,0.13500000000000004,0.8037218581008274,0.13500000000000006,allq_rate_0p665
oof,Q1,3,id04,0.665,46,11,0.5217391304347826,0.98,0.5747027961762879,0.98,allq_rate_0p665
oof,Q1,3,id05,0.665,35,9,0.6,0.9177777777777779,0.6409251132707702,0.9177777777777778,allq_rate_0p665
oof,Q1,3,id06,0.665,38,10,0.10526315789473684,0.98,0.27742333064187896,0.9799999999999999,allq_rate_0p665
oof,Q1,3,id07,0.665,39,10,0.5384615384615384,0.98,0.5178437707543291,0.9799999999999999,allq_rate_0p665
oof,Q1,3,id08,0.665,45,11,0.4666666666666667,0.98,0.41112516752077366,0.98,allq_rate_0p665
oof,Q1,3,id09,0.665,33,8,0.5757575757575758,0.98,0.5663546405849964,0.98,allq_rate_0p665
oof,Q1,3,id10,0.665,26,7,0.5384615384615384,0.98,0.44861541818065076,0.9799999999999998,allq_rate_0p665
oof,Q1,4,id01,0.665,33,8,0.3333333333333333,0.98,0.47099550677140567,0.98,allq_rate_0p665
oof,Q1,4,id02,0.665,39,9,0.5384615384615384,0.98,0.5635519025845672,0.9799999999999999,allq_rate_0p665
oof,Q1,4,id03,0.665,27,6,0.8518518518518519,0.02,0.7213625043666081,0.020000000000000004,allq_rate_0p665
oof,Q1,4,id04,0.665,46,11,0.5217391304347826,0.98,0.6155045961847023,0.9799999999999998,allq_rate_0p665
oof,Q1,4,id05,0.665,36,8,0.6388888888888888,0.7825000000000002,0.43649764158998605,0.7825000000000002,allq_rate_0p665
oof,Q1,4,id06,0.665,39,9,0.1794871794871795,0.98,0.3466368529554634,0.9799999999999999,allq_rate_0p665
oof,Q1,4,id07,0.665,40,9,0.525,0.98,0.47078227156452546,0.98,allq_rate_0p665
oof,Q1,4,id08,0.665,45,11,0.37777777777777777,0.98,0.35646527187000365,0.98,allq_rate_0p665
oof,Q1,4,id09,0.665,33,8,0.42424242424242425,0.98,0.3999919414034874,0.98,allq_rate_0p665
oof,Q1,4,id10,0.665,27,6,0.4444444444444444,0.98,0.4950950375769163,0.98,allq_rate_0p665
test,Q1,-1,id01,0.665,41,27,0.43902439024390244,0.98,0.4336724013809039,0.9799999999999999,allq_rate_0p665
test,Q1,-1,id02,0.665,48,32,0.5416666666666666,0.8500000000000001,0.5105957198340306,0.8500000000000001,allq_rate_0p665
test,Q1,-1,id03,0.665,33,21,0.8484848484848485,0.3766666666666668,0.6787227179611905,0.3766666666666667,allq_rate_0p665
test,Q1,-1,id04,0.665,57,27,0.5614035087719298,0.8837037037037037,0.5842484958604136,0.8837037037037035,allq_rate_0p665
test,Q1,-1,id05,0.665,44,21,0.6136363636363636,0.7726190476190476,0.5974882935120752,0.7726190476190476,allq_rate_0p665
test,Q1,-1,id06,0.665,48,24,0.14583333333333334,0.98,0.2615632648414763,0.9799999999999999,allq_rate_0p665
test,Q1,-1,id07,0.665,49,30,0.5102040816326531,0.9178333333333335,0.5296516335797071,0.9178333333333334,allq_rate_0p665
test,Q1,-1,id08,0.665,56,19,0.4107142857142857,0.98,0.35189420653875336,0.9800000000000002,allq_rate_0p665
test,Q1,-1,id09,0.665,41,27,0.5121951219512195,0.897037037037037,0.5103423937300035,0.897037037037037,allq_rate_0p665
test,Q1,-1,id10,0.665,33,22,0.48484848484848486,0.9352272727272729,0.4602822400374256,0.9352272727272729,allq_rate_0p665
oof,Q2,0,id01,0.665,32,9,0.65625,0.6961111111111111,0.5921550671379797,0.6961111111111111,allq_rate_0p665
oof,Q2,0,id02,0.665,38,10,0.7105263157894737,0.49200000000000016,0.5817299076354894,0.4920000000000001,allq_rate_0p665
oof,Q2,0,id03,0.665,26,7,0.8846153846153846,0.02,0.6112780898979978,0.02000000000000001,allq_rate_0p665
oof,Q2,0,id04,0.665,45,12,0.5555555555555556,0.98,0.5896553205893887,0.9799999999999999,allq_rate_0p665
oof,Q2,0,id05,0.665,35,9,0.34285714285714286,0.98,0.5682193851330469,0.9799999999999999,allq_rate_0p665
oof,Q2,0,id06,0.665,38,10,0.5,0.98,0.5804313568109685,0.9799999999999999,allq_rate_0p665
oof,Q2,0,id07,0.665,39,10,0.48717948717948717,0.98,0.5738851747102789,0.9800000000000001,allq_rate_0p665
oof,Q2,0,id08,0.665,44,12,0.75,0.3533333333333335,0.6011025767723889,0.35333333333333344,allq_rate_0p665
oof,Q2,0,id09,0.665,32,9,0.5625,0.98,0.5716074027977129,0.9799999999999999,allq_rate_0p665
oof,Q2,0,id10,0.665,26,7,0.46153846153846156,0.98,0.5812864304587811,0.9799999999999999,allq_rate_0p665
oof,Q2,1,id01,0.665,33,8,0.5454545454545454,0.98,0.3942445166744371,0.9799999999999999,allq_rate_0p665
oof,Q2,1,id02,0.665,38,10,0.6578947368421053,0.6920000000000002,0.5518612725044042,0.6920000000000001,allq_rate_0p665
oof,Q2,1,id03,0.665,26,7,0.8461538461538461,0.02,0.6141076286442594,0.020000000000000007,allq_rate_0p665
oof,Q2,1,id04,0.665,46,11,0.5,0.98,0.3952736091235938,0.9799999999999998,allq_rate_0p665
oof,Q2,1,id05,0.665,35,9,0.4,0.98,0.6719857414723189,0.98,allq_rate_0p665
oof,Q2,1,id06,0.665,38,10,0.47368421052631576,0.98,0.28699561593154826,0.9799999999999999,allq_rate_0p665
oof,Q2,1,id07,0.665,39,10,0.48717948717948717,0.98,0.5681188665691235,0.9799999999999999,allq_rate_0p665
oof,Q2,1,id08,0.665,45,11,0.7555555555555555,0.2945454545454547,0.7852087463810402,0.29454545454545467,allq_rate_0p665
oof,Q2,1,id09,0.665,33,8,0.45454545454545453,0.98,0.2827105335855472,0.98,allq_rate_0p665
oof,Q2,1,id10,0.665,26,7,0.6153846153846154,0.8492857142857143,0.6949391092113821,0.8492857142857142,allq_rate_0p665
oof,Q2,2,id01,0.665,33,8,0.45454545454545453,0.98,0.46422728599087637,0.9799999999999999,allq_rate_0p665
oof,Q2,2,id02,0.665,39,9,0.6410256410256411,0.7688888888888891,0.5733849622999884,0.768888888888889,allq_rate_0p665
oof,Q2,2,id03,0.665,27,6,0.8148148148148148,0.02,0.59642445914381,0.020000000000000004,allq_rate_0p665
oof,Q2,2,id04,0.665,45,12,0.5111111111111111,0.98,0.39788262693148874,0.9799999999999999,allq_rate_0p665
oof,Q2,2,id05,0.665,35,9,0.42857142857142855,0.98,0.6101074957817726,0.9799999999999999,allq_rate_0p665
oof,Q2,2,id06,0.665,39,9,0.3076923076923077,0.98,0.25136771074933767,0.9799999999999999,allq_rate_0p665
oof,Q2,2,id07,0.665,39,10,0.48717948717948717,0.98,0.5724171121608086,0.9800000000000001,allq_rate_0p665
oof,Q2,2,id08,0.665,45,11,0.8666666666666667,0.02,0.7796842718841442,0.02,allq_rate_0p665
oof,Q2,2,id09,0.665,33,8,0.30303030303030304,0.98,0.3312657788591236,0.98,allq_rate_0p665
oof,Q2,2,id10,0.665,27,6,0.5185185185185185,0.98,0.5539347363401491,0.9799999999999999,allq_rate_0p665
oof,Q2,3,id01,0.665,33,8,0.5757575757575758,0.98,0.6618680058207336,0.98,allq_rate_0p665
oof,Q2,3,id02,0.665,38,10,0.6578947368421053,0.6920000000000002,0.6871427304300618,0.6920000000000002,allq_rate_0p665
oof,Q2,3,id03,0.665,26,7,0.7692307692307693,0.2778571428571429,0.6658245466098799,0.2778571428571429,allq_rate_0p665
oof,Q2,3,id04,0.665,46,11,0.4782608695652174,0.98,0.47795735995160293,0.98,allq_rate_0p665
oof,Q2,3,id05,0.665,35,9,0.5428571428571428,0.98,0.5757950897431505,0.98,allq_rate_0p665
oof,Q2,3,id06,0.665,38,10,0.39473684210526316,0.98,0.4833734564986433,0.9799999999999998,allq_rate_0p665
oof,Q2,3,id07,0.665,39,10,0.5897435897435898,0.9585000000000001,0.5953098451450097,0.9585000000000001,allq_rate_0p665
oof,Q2,3,id08,0.665,45,11,0.7777777777777778,0.2036363636363638,0.6804641451139335,0.20363636363636373,allq_rate_0p665
oof,Q2,3,id09,0.665,33,8,0.5454545454545454,0.98,0.5661386316222803,0.9799999999999999,allq_rate_0p665
oof,Q2,3,id10,0.665,26,7,0.5384615384615384,0.98,0.5895626259855261,0.9800000000000001,allq_rate_0p665
oof,Q2,4,id01,0.665,33,8,0.5757575757575758,0.98,0.6421728441963174,0.9799999999999999,allq_rate_0p665
oof,Q2,4,id02,0.665,39,9,0.6666666666666666,0.657777777777778,0.63302420994593,0.657777777777778,allq_rate_0p665
oof,Q2,4,id03,0.665,27,6,0.7777777777777778,0.15750000000000006,0.7513141621164267,0.15750000000000006,allq_rate_0p665
oof,Q2,4,id04,0.665,46,11,0.41304347826086957,0.98,0.49052878420536383,0.98,allq_rate_0p665
oof,Q2,4,id05,0.665,36,8,0.4444444444444444,0.98,0.3318364033692512,0.9799999999999999,allq_rate_0p665
oof,Q2,4,id06,0.665,39,9,0.3076923076923077,0.98,0.5578370768343474,0.9799999999999999,allq_rate_0p665
oof,Q2,4,id07,0.665,40,9,0.5,0.98,0.4582058790584466,0.98,allq_rate_0p665
oof,Q2,4,id08,0.665,45,11,0.7777777777777778,0.2036363636363638,0.6375942342685043,0.20363636363636378,allq_rate_0p665
oof,Q2,4,id09,0.665,33,8,0.3333333333333333,0.98,0.46335260546727774,0.98,allq_rate_0p665
oof,Q2,4,id10,0.665,27,6,0.5925925925925926,0.98,0.5263507353464852,0.9800000000000001,allq_rate_0p665
test,Q2,-1,id01,0.665,41,27,0.5609756097560976,0.8229629629629629,0.6166441085173674,0.8229629629629628,allq_rate_0p665
test,Q2,-1,id02,0.665,48,32,0.6666666666666666,0.6625000000000001,0.6603306153548796,0.6625000000000001,allq_rate_0p665
test,Q2,-1,id03,0.665,33,21,0.8181818181818182,0.4242857142857145,0.7654884268816984,0.4242857142857145,allq_rate_0p665
test,Q2,-1,id04,0.665,57,27,0.49122807017543857,0.98,0.5413525193995941,0.98,allq_rate_0p665
test,Q2,-1,id05,0.665,44,21,0.4318181818181818,0.98,0.4592684975981666,0.9799999999999998,allq_rate_0p665
test,Q2,-1,id06,0.665,48,24,0.3958333333333333,0.98,0.5339794519635476,0.9799999999999999,allq_rate_0p665
test,Q2,-1,id07,0.665,49,30,0.5102040816326531,0.9178333333333335,0.5076479607655933,0.9178333333333335,allq_rate_0p665
test,Q2,-1,id08,0.665,56,19,0.7857142857142857,0.3092105263157895,0.70465375246772,0.30921052631578944,allq_rate_0p665
test,Q2,-1,id09,0.665,41,27,0.43902439024390244,0.98,0.5535361271689245,0.98,allq_rate_0p665
test,Q2,-1,id10,0.665,33,22,0.5454545454545454,0.844318181818182,0.5444717850950228,0.844318181818182,allq_rate_0p665
oof,Q3,0,id01,0.665,32,9,0.59375,0.9183333333333334,0.6187304651663573,0.9183333333333332,allq_rate_0p665
oof,Q3,0,id02,0.665,38,10,0.7631578947368421,0.29200000000000015,0.612703116552721,0.29200000000000004,allq_rate_0p665
oof,Q3,0,id03,0.665,26,7,0.7692307692307693,0.2778571428571429,0.6233530823435546,0.2778571428571429,allq_rate_0p665
oof,Q3,0,id04,0.665,45,12,0.7777777777777778,0.24208333333333343,0.6279361587876564,0.24208333333333332,allq_rate_0p665
oof,Q3,0,id05,0.665,35,9,0.6857142857142857,0.5844444444444447,0.6211653328740578,0.5844444444444445,allq_rate_0p665
oof,Q3,0,id06,0.665,38,10,0.6052631578947368,0.8920000000000001,0.6140037287150826,0.892,allq_rate_0p665
oof,Q3,0,id07,0.665,39,10,0.5128205128205128,0.98,0.6003917686849178,0.9799999999999999,allq_rate_0p665
oof,Q3,0,id08,0.665,44,12,0.45454545454545453,0.98,0.6173070410050405,0.9799999999999999,allq_rate_0p665
oof,Q3,0,id09,0.665,32,9,0.4375,0.98,0.5991716070194474,0.9799999999999999,allq_rate_0p665
oof,Q3,0,id10,0.665,26,7,0.5384615384615384,0.98,0.605643045530644,0.9799999999999999,allq_rate_0p665
oof,Q3,1,id01,0.665,33,8,0.5757575757575758,0.98,0.5782704713515929,0.9799999999999999,allq_rate_0p665
oof,Q3,1,id02,0.665,38,10,0.7368421052631579,0.3920000000000002,0.7165764889186742,0.3920000000000002,allq_rate_0p665
oof,Q3,1,id03,0.665,26,7,0.6923076923076923,0.5635714285714286,0.5824472503811854,0.5635714285714286,allq_rate_0p665
oof,Q3,1,id04,0.665,46,11,0.782608695652174,0.1731818181818183,0.5873636377244776,0.1731818181818183,allq_rate_0p665
oof,Q3,1,id05,0.665,35,9,0.6571428571428571,0.6955555555555557,0.5835870262254557,0.6955555555555556,allq_rate_0p665
oof,Q3,1,id06,0.665,38,10,0.631578947368421,0.7920000000000001,0.5726830331923496,0.7920000000000003,allq_rate_0p665
oof,Q3,1,id07,0.665,39,10,0.5384615384615384,0.98,0.5698633570286121,0.9800000000000001,allq_rate_0p665
oof,Q3,1,id08,0.665,45,11,0.35555555555555557,0.98,0.5648593425558492,0.98,allq_rate_0p665
oof,Q3,1,id09,0.665,33,8,0.42424242424242425,0.98,0.4362304277489906,0.9799999999999999,allq_rate_0p665
oof,Q3,1,id10,0.665,26,7,0.6538461538461539,0.7064285714285715,0.7059552412618074,0.7064285714285713,allq_rate_0p665
oof,Q3,2,id01,0.665,33,8,0.6060606060606061,0.9081250000000001,0.5876916239518338,0.908125,allq_rate_0p665
oof,Q3,2,id02,0.665,39,9,0.6923076923076923,0.5466666666666669,0.5846436192020201,0.5466666666666667,allq_rate_0p665
oof,Q3,2,id03,0.665,27,6,0.7037037037037037,0.4908333333333334,0.7299493194094042,0.4908333333333333,allq_rate_0p665
oof,Q3,2,id04,0.665,45,12,0.8,0.15875000000000009,0.7300650733064565,0.15875000000000006,allq_rate_0p665
oof,Q3,2,id05,0.665,35,9,0.7142857142857143,0.4733333333333335,0.7219093702130115,0.4733333333333334,allq_rate_0p665
oof,Q3,2,id06,0.665,39,9,0.41025641025641024,0.98,0.42969778359822164,0.98,allq_rate_0p665
oof,Q3,2,id07,0.665,39,10,0.48717948717948717,0.98,0.42769423175892907,0.9799999999999999,allq_rate_0p665
oof,Q3,2,id08,0.665,45,11,0.4666666666666667,0.98,0.6725302516829154,0.98,allq_rate_0p665
oof,Q3,2,id09,0.665,33,8,0.5151515151515151,0.98,0.4196342753610284,0.98,allq_rate_0p665
oof,Q3,2,id10,0.665,27,6,0.6296296296296297,0.8241666666666667,0.44287949997937776,0.8241666666666667,allq_rate_0p665
oof,Q3,3,id01,0.665,33,8,0.5757575757575758,0.98,0.7144653979146527,0.98,allq_rate_0p665
oof,Q3,3,id02,0.665,38,10,0.7105263157894737,0.49200000000000016,0.7295070187217506,0.49200000000000016,allq_rate_0p665
oof,Q3,3,id03,0.665,26,7,0.7307692307692307,0.42071428571428576,0.5914815785718689,0.4207142857142857,allq_rate_0p665
oof,Q3,3,id04,0.665,46,11,0.7391304347826086,0.3550000000000001,0.7295271100141923,0.35500000000000004,allq_rate_0p665
oof,Q3,3,id05,0.665,35,9,0.6571428571428571,0.6955555555555557,0.5964756096633295,0.6955555555555557,allq_rate_0p665
oof,Q3,3,id06,0.665,38,10,0.4473684210526316,0.98,0.7148889702006269,0.9800000000000001,allq_rate_0p665
oof,Q3,3,id07,0.665,39,10,0.5128205128205128,0.98,0.5703219660981793,0.9800000000000001,allq_rate_0p665
oof,Q3,3,id08,0.665,45,11,0.5111111111111111,0.98,0.5588403651820513,0.98,allq_rate_0p665
oof,Q3,3,id09,0.665,33,8,0.48484848484848486,0.98,0.42283838496081805,0.9799999999999999,allq_rate_0p665
oof,Q3,3,id10,0.665,26,7,0.6153846153846154,0.8492857142857143,0.5682992150004561,0.8492857142857143,allq_rate_0p665
oof,Q3,4,id01,0.665,33,8,0.5757575757575758,0.98,0.5690918626824721,0.98,allq_rate_0p665
oof,Q3,4,id02,0.665,39,9,0.7435897435897436,0.32444444444444465,0.7069850182529611,0.3244444444444446,allq_rate_0p665
oof,Q3,4,id03,0.665,27,6,0.7407407407407407,0.3241666666666667,0.5720706166428201,0.32416666666666666,allq_rate_0p665
oof,Q3,4,id04,0.665,46,11,0.7608695652173914,0.2640909090909092,0.7108400288878092,0.26409090909090926,allq_rate_0p665
oof,Q3,4,id05,0.665,36,8,0.6944444444444444,0.5325000000000002,0.5677576076310464,0.5325000000000001,allq_rate_0p665
oof,Q3,4,id06,0.665,39,9,0.41025641025641024,0.98,0.6948240777469542,0.98,allq_rate_0p665
oof,Q3,4,id07,0.665,40,9,0.5,0.98,0.6941588347730723,0.9799999999999999,allq_rate_0p665
oof,Q3,4,id08,0.665,45,11,0.4444444444444444,0.98,0.5497525477720463,0.98,allq_rate_0p665
oof,Q3,4,id09,0.665,33,8,0.3333333333333333,0.98,0.5598876628937961,0.9799999999999999,allq_rate_0p665
oof,Q3,4,id10,0.665,27,6,0.7407407407407407,0.3241666666666667,0.5679314624242582,0.32416666666666666,allq_rate_0p665
test,Q3,-1,id01,0.665,41,27,0.5853658536585366,0.7859259259259259,0.639840439545852,0.7859259259259259,allq_rate_0p665
test,Q3,-1,id02,0.665,48,32,0.7291666666666666,0.5687500000000001,0.6474858424850659,0.5687500000000001,allq_rate_0p665
test,Q3,-1,id03,0.665,33,21,0.7272727272727273,0.5671428571428573,0.7188787288501627,0.5671428571428572,allq_rate_0p665
test,Q3,-1,id04,0.665,57,27,0.7719298245614035,0.43925925925925924,0.656701164267993,0.43925925925925924,allq_rate_0p665
test,Q3,-1,id05,0.665,44,21,0.6818181818181818,0.6297619047619049,0.6720995100998898,0.6297619047619047,allq_rate_0p665
test,Q3,-1,id06,0.665,48,24,0.5,0.98,0.7075179070229897,0.98,allq_rate_0p665
test,Q3,-1,id07,0.665,49,30,0.5102040816326531,0.9178333333333335,0.568978450035546,0.9178333333333335,allq_rate_0p665
test,Q3,-1,id08,0.665,56,19,0.44642857142857145,0.98,0.4899802533655507,0.9799999999999999,allq_rate_0p665
test,Q3,-1,id09,0.665,41,27,0.43902439024390244,0.98,0.6327151811524112,0.9799999999999998,allq_rate_0p665
test,Q3,-1,id10,0.665,33,22,0.6363636363636364,0.7079545454545456,0.5104496696852849,0.7079545454545456,allq_rate_0p665
oof,Q1,0,id01,0.67,32,9,0.5,0.98,0.38812273618277726,0.9799999999999999,allq_rate_0p67
oof,Q1,0,id02,0.67,38,10,0.5789473684210527,0.98,0.4647918364292587,0.9800000000000001,allq_rate_0p67
oof,Q1,0,id03,0.67,26,7,0.8846153846153846,0.02,0.8131467496638531,0.020000000000000014,allq_rate_0p67
oof,Q1,0,id04,0.67,45,12,0.4888888888888889,0.98,0.6110989039050624,0.9799999999999999,allq_rate_0p67
oof,Q1,0,id05,0.67,35,9,0.6857142857142857,0.6088888888888889,0.7594300556964532,0.6088888888888889,allq_rate_0p67
oof,Q1,0,id06,0.67,38,10,0.18421052631578946,0.98,0.30856119325719356,0.9799999999999999,allq_rate_0p67
oof,Q1,0,id07,0.67,39,10,0.48717948717948717,0.98,0.4231188600317646,0.9800000000000001,allq_rate_0p67
oof,Q1,0,id08,0.67,44,12,0.4318181818181818,0.98,0.3669871002688796,0.98,allq_rate_0p67
oof,Q1,0,id09,0.67,32,9,0.53125,0.98,0.38896768738382836,0.9799999999999999,allq_rate_0p67
oof,Q1,0,id10,0.67,26,7,0.4230769230769231,0.98,0.5007194466009841,0.9800000000000001,allq_rate_0p67
oof,Q1,1,id01,0.67,33,8,0.3939393939393939,0.98,0.5384931070855642,0.9799999999999999,allq_rate_0p67
oof,Q1,1,id02,0.67,38,10,0.5526315789473685,0.98,0.5967320905580747,0.9800000000000001,allq_rate_0p67
oof,Q1,1,id03,0.67,26,7,0.8846153846153846,0.02,0.6039361347811463,0.020000000000000014,allq_rate_0p67
oof,Q1,1,id04,0.67,46,11,0.6086956521739131,0.9263636363636368,0.5664943570866403,0.9263636363636366,allq_rate_0p67
oof,Q1,1,id05,0.67,35,9,0.6,0.9422222222222223,0.602721395882925,0.9422222222222221,allq_rate_0p67
oof,Q1,1,id06,0.67,38,10,0.15789473684210525,0.98,0.3421052596537636,0.9800000000000001,allq_rate_0p67
oof,Q1,1,id07,0.67,39,10,0.48717948717948717,0.98,0.5429138311229478,0.9799999999999998,allq_rate_0p67
oof,Q1,1,id08,0.67,45,11,0.35555555555555557,0.98,0.43568284548160396,0.9799999999999998,allq_rate_0p67
oof,Q1,1,id09,0.67,33,8,0.5151515151515151,0.98,0.4111619722418398,0.98,allq_rate_0p67
oof,Q1,1,id10,0.67,26,7,0.46153846153846156,0.98,0.3765408662626736,0.9799999999999999,allq_rate_0p67
oof,Q1,2,id01,0.67,33,8,0.45454545454545453,0.98,0.27312887322634244,0.9799999999999999,allq_rate_0p67
oof,Q1,2,id02,0.67,39,9,0.5128205128205128,0.98,0.4846848028679077,0.9799999999999999,allq_rate_0p67
oof,Q1,2,id03,0.67,27,6,0.8148148148148148,0.02,0.8253749605561058,0.02000000000000001,allq_rate_0p67
oof,Q1,2,id04,0.67,45,12,0.6666666666666666,0.6825000000000004,0.5300147974512049,0.6825000000000004,allq_rate_0p67
oof,Q1,2,id05,0.67,35,9,0.5428571428571428,0.98,0.518591233254995,0.9799999999999999,allq_rate_0p67
oof,Q1,2,id06,0.67,39,9,0.10256410256410256,0.98,0.26146065084102366,0.9799999999999999,allq_rate_0p67
oof,Q1,2,id07,0.67,39,10,0.5128205128205128,0.98,0.6049432834417064,0.9799999999999999,allq_rate_0p67
oof,Q1,2,id08,0.67,45,11,0.4222222222222222,0.98,0.27331028280008346,0.98,allq_rate_0p67
oof,Q1,2,id09,0.67,33,8,0.5151515151515151,0.98,0.5135307837168388,0.98,allq_rate_0p67
oof,Q1,2,id10,0.67,27,6,0.5555555555555556,0.98,0.5143083995982666,0.9799999999999999,allq_rate_0p67
oof,Q1,3,id01,0.67,33,8,0.5151515151515151,0.98,0.5960919496717141,0.9799999999999999,allq_rate_0p67
oof,Q1,3,id02,0.67,38,10,0.5263157894736842,0.98,0.567250695192935,0.9800000000000001,allq_rate_0p67
oof,Q1,3,id03,0.67,26,7,0.8076923076923077,0.158571428571429,0.8037218581008274,0.15857142857142903,allq_rate_0p67
oof,Q1,3,id04,0.67,46,11,0.5217391304347826,0.98,0.5747027961762879,0.98,allq_rate_0p67
oof,Q1,3,id05,0.67,35,9,0.6,0.9422222222222223,0.6409251132707702,0.9422222222222221,allq_rate_0p67
oof,Q1,3,id06,0.67,38,10,0.10526315789473684,0.98,0.27742333064187896,0.9799999999999999,allq_rate_0p67
oof,Q1,3,id07,0.67,39,10,0.5384615384615384,0.98,0.5178437707543291,0.9799999999999999,allq_rate_0p67
oof,Q1,3,id08,0.67,45,11,0.4666666666666667,0.98,0.41112516752077366,0.98,allq_rate_0p67
oof,Q1,3,id09,0.67,33,8,0.5757575757575758,0.98,0.5663546405849964,0.98,allq_rate_0p67
oof,Q1,3,id10,0.67,26,7,0.5384615384615384,0.98,0.44861541818065076,0.9799999999999998,allq_rate_0p67
oof,Q1,4,id01,0.67,33,8,0.3333333333333333,0.98,0.47099550677140567,0.98,allq_rate_0p67
oof,Q1,4,id02,0.67,39,9,0.5384615384615384,0.98,0.5635519025845672,0.9799999999999999,allq_rate_0p67
oof,Q1,4,id03,0.67,27,6,0.8518518518518519,0.02,0.7213625043666081,0.020000000000000004,allq_rate_0p67
oof,Q1,4,id04,0.67,46,11,0.5217391304347826,0.98,0.6155045961847023,0.9799999999999998,allq_rate_0p67
oof,Q1,4,id05,0.67,36,8,0.6388888888888888,0.81,0.43649764158998605,0.8099999999999999,allq_rate_0p67
oof,Q1,4,id06,0.67,39,9,0.1794871794871795,0.98,0.3466368529554634,0.9799999999999999,allq_rate_0p67
oof,Q1,4,id07,0.67,40,9,0.525,0.98,0.47078227156452546,0.98,allq_rate_0p67
oof,Q1,4,id08,0.67,45,11,0.37777777777777777,0.98,0.35646527187000365,0.98,allq_rate_0p67
oof,Q1,4,id09,0.67,33,8,0.42424242424242425,0.98,0.3999919414034874,0.98,allq_rate_0p67
oof,Q1,4,id10,0.67,27,6,0.4444444444444444,0.98,0.4950950375769163,0.98,allq_rate_0p67
test,Q1,-1,id01,0.67,41,27,0.43902439024390244,0.98,0.4336724013809039,0.9799999999999999,allq_rate_0p67
test,Q1,-1,id02,0.67,48,32,0.5416666666666666,0.8625,0.5105957198340306,0.8625,allq_rate_0p67
test,Q1,-1,id03,0.67,33,21,0.8484848484848485,0.3895238095238095,0.6787227179611905,0.3895238095238095,allq_rate_0p67
test,Q1,-1,id04,0.67,57,27,0.5614035087719298,0.8992592592592593,0.5842484958604136,0.8992592592592592,allq_rate_0p67
test,Q1,-1,id05,0.67,44,21,0.6136363636363636,0.7880952380952383,0.5974882935120752,0.7880952380952383,allq_rate_0p67
test,Q1,-1,id06,0.67,48,24,0.14583333333333334,0.98,0.2615632648414763,0.9799999999999999,allq_rate_0p67
